,Customer Name,recency,Spent,Date Last Quarter,Customer ID,Number of Orders,segment,segment_name
1253,Undergraduate,73,1383.0,12/9/2013,1253,18,3,Habituel
1254,Graduate,22,999.0,18-10-2013,1254,14,3,Habituel
1255,Postgraduate,30,825.0,30-07-2012,1255,21,0,Potentiel
1256,Graduate,21,246.0,3/8/2012,1256,10,2,Zappeur
1257,Postgraduate,51,610.0,12/5/2014,1257,17,0,Potentiel
1258,Postgraduate,97,76.0,19-03-2014,1258,6,2,Zappeur
1259,Graduate,56,1286.0,16-08-2013,1259,18,3,Habituel
1260,Postgraduate,4,30.0,19-05-2014,1260,3,2,Zappeur
1261,Graduate,77,99.0,22-05-2013,1261,6,2,Zappeur
1262,Graduate,95,1192.0,5/12/2013,1262,22,3,Habituel
1263,Graduate,36,362.0,6/7/2013,1263,13,0,Potentiel
1264,Graduate,13,2130.0,6/3/2014,1264,18,1,Fidele
1265,Undergraduate,90,1229.0,8/10/2013,1265,26,3,Habituel
1266,Postgraduate,49,38.0,24-09-2012,1266,4,2,Zappeur
1267,Postgraduate,18,485.0,8/2/2013,1267,15,0,Potentiel
1268,Undergraduate,89,434.0,20-08-2013,1268,11,0,Potentiel
1269,Graduate,43,44.0,21-06-2014,1269,4,2,Zappeur
1270,Postgraduate,82,496.0,7/4/2014,1270,16,0,Potentiel
1271,Undergraduate,84,78.0,22-01-2013,1271,5,2,Zappeur
1272,Postgraduate,80,2346.0,26-08-2012,1272,22,1,Fidele
1273,Graduate,68,794.0,19-03-2013,1273,19,0,Potentiel
1274,Graduate,12,17.0,21-11-2012,1274,3,2,Zappeur
1275,Graduate,75,26.0,26-02-2013,1275,4,2,Zappeur
1276,Undergraduate,10,76.0,16-12-2013,1276,6,2,Zappeur
1277,Postgraduate,91,15.0,1/1/2013,1277,3,2,Zappeur
1278,Postgraduate,21,62.0,21-09-2012,1278,5,2,Zappeur
1279,Postgraduate,28,198.0,29-11-2013,1279,8,2,Zappeur
1280,Postgraduate,97,49.0,9/8/2012,1280,4,2,Zappeur
1281,Graduate,49,802.0,18-08-2012,1281,20,0,Potentiel
1282,Graduate,14,1736.0,20-09-2012,1282,14,1,Fidele
1283,Graduate,5,57.0,21-07-2013,1283,6,2,Zappeur
1284,Postgraduate,37,59.0,5/11/2012,1284,2,2,Zappeur
1285,Graduate,62,2302.0,14-03-2013,1285,18,1,Fidele
1286,Undergraduate,83,37.0,23-11-2012,1286,5,2,Zappeur
1287,Graduate,48,310.0,8/6/2013,1287,11,2,Zappeur
1288,Graduate,94,1305.0,10/2/2013,1288,18,3,Habituel
1289,Graduate,61,832.0,30-12-2012,1289,21,0,Potentiel
1290,Graduate,70,401.0,5/9/2013,1290,13,0,Potentiel
1291,Postgraduate,43,1501.0,31-07-2013,1291,22,1,Fidele
1292,Graduate,23,1189.0,18-03-2014,1292,27,3,Habituel
1293,Graduate,37,1194.0,7/12/2013,1293,25,3,Habituel
1294,Postgraduate,50,656.0,12/4/2014,1294,19,0,Potentiel
1295,Postgraduate,78,1540.0,29-03-2014,1295,22,1,Fidele
1296,Postgraduate,74,311.0,25-10-2013,1296,12,2,Zappeur
1297,Undergraduate,14,820.0,24-06-2013,1297,21,0,Potentiel
1298,Undergraduate,77,274.0,19-02-2014,1298,11,2,Zappeur
1299,Postgraduate,39,57.0,27-12-2012,1299,6,2,Zappeur
1300,Graduate,89,448.0,4/6/2013,1300,13,0,Potentiel
1301,Undergraduate,62,44.0,4/3/2013,1301,4,2,Zappeur
1302,Graduate,59,102.0,18-02-2014,1302,6,2,Zappeur
1303,Graduate,68,61.0,25-02-2013,1303,4,2,Zappeur
1304,Postgraduate,13,1643.0,1/11/2012,1304,26,1,Fidele
1305,Postgraduate,37,397.0,28-06-2013,1305,12,0,Potentiel
1306,Graduate,36,1121.0,3/4/2013,1306,24,3,Habituel
1307,Graduate,28,473.0,23-05-2014,1307,12,0,Potentiel
1308,Undergraduate,2,50.0,14-01-2014,1308,6,2,Zappeur
1309,Postgraduate,17,1678.0,22-07-2013,1309,22,1,Fidele
1310,Graduate,86,58.0,31-01-2014,1310,6,2,Zappeur
1311,Postgraduate,54,170.0,23-11-2012,1311,8,2,Zappeur
1312,Postgraduate,2,373.0,26-08-2013,1312,2,0,Potentiel
1313,Postgraduate,3,1196.0,6/11/2013,1313,16,3,Habituel
1314,Graduate,84,101.0,11/1/2014,1314,6,2,Zappeur
1315,Graduate,8,316.0,20-04-2013,1315,12,2,Zappeur
1316,Graduate,4,1400.0,1/10/2013,1316,18,3,Habituel
1317,Graduate,57,1424.0,10/6/2014,1317,26,3,Habituel
1318,Postgraduate,24,844.0,29-07-2013,1318,19,3,Habituel
1319,Graduate,51,311.0,1/2/2014,1319,11,2,Zappeur
1320,Graduate,29,1149.0,22-04-2013,1320,16,3,Habituel
1321,Postgraduate,13,129.0,6/6/2013,1321,7,2,Zappeur
1322,Graduate,23,32.0,7/1/2014,1322,4,2,Zappeur
1323,Graduate,36,299.0,3/9/2012,1323,11,2,Zappeur
1324,Graduate,88,320.0,29-03-2014,1324,12,2,Zappeur
1325,Postgraduate,2,441.0,14-02-2013,1325,13,0,Potentiel
1326,Postgraduate,3,1178.0,18-04-2014,1326,17,3,Habituel
1327,Graduate,15,85.0,25-09-2013,1327,5,2,Zappeur
1328,Undergraduate,58,24.0,12/12/2013,1328,3,2,Zappeur
1329,Graduate,11,112.0,17-11-2013,1329,6,2,Zappeur
1330,Undergraduate,27,30.0,7/3/2014,1330,4,2,Zappeur
1331,Postgraduate,32,410.0,12/12/2012,1331,14,0,Potentiel
1332,Graduate,12,800.0,18-09-2013,1332,21,0,Potentiel
1333,Postgraduate,88,1313.0,29-07-2013,1333,19,3,Habituel
1334,Postgraduate,91,1483.0,18-08-2012,1334,22,1,Fidele
1335,Graduate,12,1258.0,17-09-2013,1335,16,3,Habituel
1336,Graduate,21,28.0,8/5/2013,1336,3,2,Zappeur
1337,Graduate,23,227.0,20-04-2014,1337,10,2,Zappeur
1338,Graduate,10,1555.0,16-10-2013,1338,19,1,Fidele
1339,Graduate,35,861.0,8/8/2012,1339,21,3,Habituel
1340,Graduate,69,103.0,29-05-2014,1340,6,2,Zappeur
1341,Postgraduate,68,634.0,21-11-2012,1341,18,0,Potentiel
1342,Graduate,85,1918.0,1/10/2012,1342,18,1,Fidele
1343,Postgraduate,34,131.0,16-02-2013,1343,7,2,Zappeur
1344,Graduate,55,586.0,20-03-2013,1344,16,0,Potentiel
1345,Undergraduate,10,62.0,20-02-2013,1345,5,2,Zappeur
1346,Graduate,30,447.0,10/2/2013,1346,14,0,Potentiel
1347,Undergraduate,36,939.0,20-06-2013,1347,26,3,Habituel
1348,Undergraduate,14,797.0,31-08-2013,1348,11,0,Potentiel
1349,Postgraduate,79,1143.0,3/5/2013,1349,15,3,Habituel
1350,Graduate,52,415.0,30-03-2013,1350,14,0,Potentiel
1351,Graduate,97,30.0,21-10-2013,1351,4,2,Zappeur
1352,Postgraduate,24,187.0,8/11/2012,1352,9,2,Zappeur
1353,Graduate,0,251.0,27-01-2014,1353,10,2,Zappeur
1354,Graduate,96,237.0,9/11/2012,1354,10,2,Zappeur
1355,Undergraduate,89,91.0,17-03-2013,1355,6,2,Zappeur
1356,Postgraduate,94,35.0,22-04-2013,1356,4,2,Zappeur
1357,Postgraduate,98,493.0,28-04-2014,1357,16,0,Potentiel
1358,Postgraduate,72,971.0,29-12-2013,1358,23,3,Habituel
1359,Graduate,1,371.0,4/10/2013,1359,13,0,Potentiel
1360,Graduate,26,396.0,26-09-2012,1360,14,0,Potentiel
1361,Graduate,5,68.0,23-11-2013,1361,5,2,Zappeur
1362,Postgraduate,22,322.0,30-05-2013,1362,12,2,Zappeur
1363,Postgraduate,56,222.0,31-07-2012,1363,9,2,Zappeur
1364,Undergraduate,74,177.0,25-07-2013,1364,8,2,Zappeur
1365,Graduate,24,45.0,4/9/2012,1365,5,2,Zappeur
1366,Graduate,9,1899.0,7/11/2013,1366,20,1,Fidele
1367,Undergraduate,10,22.0,25-11-2013,1367,4,2,Zappeur
1368,Graduate,35,41.0,26-12-2013,1368,4,2,Zappeur
1369,Graduate,56,1440.0,13-05-2014,1369,20,1,Fidele
1370,Postgraduate,7,325.0,29-04-2014,1370,11,2,Zappeur
1371,Graduate,51,95.0,25-12-2013,1371,7,2,Zappeur
1372,Postgraduate,17,42.0,6/5/2013,1372,4,2,Zappeur
1373,Undergraduate,30,72.0,4/10/2012,1373,4,2,Zappeur
1374,Postgraduate,21,20.0,3/3/2013,1374,5,2,Zappeur
1375,Postgraduate,2,789.0,2/12/2012,1375,21,0,Potentiel
1376,Graduate,85,15.0,30-12-2013,1376,3,2,Zappeur
1377,Graduate,65,59.0,20-08-2013,1377,6,2,Zappeur
1378,Postgraduate,64,908.0,25-06-2013,1378,21,3,Habituel
1379,Postgraduate,11,417.0,1/4/2013,1379,12,0,Potentiel
1380,Graduate,92,289.0,5/5/2014,1380,11,2,Zappeur
1381,Graduate,54,769.0,3/7/2013,1381,20,0,Potentiel
1382,Graduate,4,188.0,3/9/2012,1382,8,2,Zappeur
1383,Graduate,53,354.0,12/1/2014,1383,11,0,Potentiel
1384,Postgraduate,39,727.0,6/10/2012,1384,20,0,Potentiel
1385,Postgraduate,49,146.0,15-01-2014,1385,7,2,Zappeur
1386,Postgraduate,70,319.0,2/3/2014,1386,12,2,Zappeur
1387,Postgraduate,40,794.0,20-08-2013,1387,20,0,Potentiel
1388,Graduate,40,454.0,16-12-2012,1388,15,0,Potentiel
1389,Postgraduate,43,152.0,2/5/2014,1389,7,2,Zappeur
1390,Postgraduate,17,797.0,11/10/2013,1390,21,0,Potentiel
1391,Graduate,40,1690.0,3/10/2013,1391,14,1,Fidele
1392,Postgraduate,84,20.0,2/3/2014,1392,3,2,Zappeur
1393,Graduate,25,1428.0,9/11/2012,1393,20,3,Habituel
1394,Graduate,62,209.0,15-05-2014,1394,8,2,Zappeur
1395,Graduate,83,545.0,30-07-2013,1395,15,0,Potentiel
1396,Undergraduate,47,96.0,22-05-2014,1396,5,2,Zappeur
1397,Graduate,45,222.0,7/2/2014,1397,9,2,Zappeur
1398,Graduate,34,61.0,21-04-2013,1398,5,2,Zappeur
1399,Graduate,3,44.0,10/12/2012,1399,6,2,Zappeur
1400,Postgraduate,1,8.0,25-08-2012,1400,3,2,Zappeur
1401,Undergraduate,18,817.0,29-03-2014,1401,22,0,Potentiel
1402,Graduate,45,1371.0,21-04-2014,1402,19,3,Habituel
1403,Postgraduate,81,42.0,13-08-2012,1403,4,2,Zappeur
1404,Graduate,77,60.0,12/10/2012,1404,4,2,Zappeur
1405,Graduate,23,78.0,7/8/2012,1405,6,2,Zappeur
1406,Postgraduate,48,23.0,11/4/2013,1406,3,2,Zappeur
1407,Postgraduate,61,19.0,17-12-2013,1407,3,2,Zappeur
1408,Undergraduate,60,61.0,8/9/2012,1408,5,2,Zappeur
1409,Graduate,75,449.0,6/9/2012,1409,13,0,Potentiel
1410,Postgraduate,64,37.0,28-09-2012,1410,4,2,Zappeur
1411,Undergraduate,54,38.0,20-05-2013,1411,4,2,Zappeur
1412,Graduate,84,1131.0,18-02-2014,1412,22,3,Habituel
1413,Graduate,75,34.0,22-01-2014,1413,5,2,Zappeur
1414,Graduate,16,294.0,13-02-2013,1414,12,2,Zappeur
1415,Undergraduate,79,48.0,10/6/2013,1415,4,2,Zappeur
1416,Graduate,92,289.0,16-01-2013,1416,11,2,Zappeur
1417,Undergraduate,16,30.0,23-02-2014,1417,3,2,Zappeur
1418,Graduate,96,125.0,16-03-2014,1418,6,2,Zappeur
1419,Graduate,30,156.0,28-01-2014,1419,7,2,Zappeur
1420,Graduate,60,70.0,11/4/2014,1420,6,2,Zappeur
1421,Postgraduate,11,22.0,13-10-2013,1421,3,2,Zappeur
1422,Graduate,75,65.0,11/11/2012,1422,6,2,Zappeur
1423,Postgraduate,36,1930.0,16-02-2014,1423,20,1,Fidele
1424,Graduate,71,2283.0,28-12-2012,1424,22,1,Fidele
1425,Graduate,88,310.0,4/5/2013,1425,12,2,Zappeur
1426,Undergraduate,93,1319.0,13-04-2013,1426,17,3,Habituel
1427,Graduate,93,879.0,16-09-2013,1427,22,3,Habituel
1428,Postgraduate,54,1244.0,30-03-2014,1428,16,3,Habituel
1429,Undergraduate,41,690.0,4/3/2013,1429,13,0,Potentiel
1430,Graduate,46,209.0,5/4/2013,1430,9,2,Zappeur
1431,Graduate,28,1134.0,13-02-2014,1431,16,3,Habituel
1432,Graduate,40,1507.0,19-12-2013,1432,22,1,Fidele
1433,Postgraduate,82,57.0,23-12-2013,1433,5,2,Zappeur
1434,Postgraduate,38,529.0,30-10-2013,1434,15,0,Potentiel
1435,Graduate,3,1091.0,4/5/2013,1435,15,3,Habituel
1436,Graduate,87,180.0,25-08-2012,1436,8,2,Zappeur
1437,Graduate,49,77.0,25-01-2013,1437,6,2,Zappeur
1438,Graduate,16,2349.0,23-04-2014,1438,25,1,Fidele
1439,Postgraduate,65,534.0,14-02-2013,1439,16,0,Potentiel
1440,Postgraduate,9,556.0,18-07-2013,1440,17,0,Potentiel
1441,Graduate,24,637.0,21-09-2013,1441,18,0,Potentiel
1442,Postgraduate,25,46.0,3/9/2012,1442,4,2,Zappeur
1443,Graduate,43,44.0,24-10-2012,1443,6,2,Zappeur
1444,Postgraduate,10,47.0,27-09-2013,1444,4,2,Zappeur
1445,Postgraduate,29,795.0,15-10-2013,1445,18,0,Potentiel
1446,Graduate,45,586.0,16-12-2012,1446,17,0,Potentiel
1447,Graduate,57,1574.0,1/12/2012,1447,19,1,Fidele
1448,Postgraduate,20,13.0,25-10-2013,1448,3,2,Zappeur
1449,Graduate,29,1471.0,23-03-2014,1449,21,1,Fidele
1450,Undergraduate,82,65.0,17-02-2013,1450,5,2,Zappeur
1451,Graduate,68,175.0,9/6/2014,1451,8,2,Zappeur
1452,Graduate,65,40.0,13-11-2013,1452,4,2,Zappeur
1453,Postgraduate,99,1078.0,30-09-2013,1453,17,3,Habituel
1454,Graduate,9,1115.0,28-08-2012,1454,19,3,Habituel
1455,Graduate,20,134.0,25-06-2014,1455,7,2,Zappeur
1456,Postgraduate,78,1540.0,13-10-2012,1456,22,1,Fidele
1457,Postgraduate,26,87.0,12/1/2013,1457,6,2,Zappeur
1458,Postgraduate,68,217.0,12/2/2014,1458,9,2,Zappeur
1459,Postgraduate,79,1034.0,14-09-2012,1459,25,3,Habituel
1460,Graduate,25,1180.0,26-01-2014,1460,24,3,Habituel
1461,Graduate,83,819.0,19-08-2013,1461,20,0,Potentiel
1462,Undergraduate,32,32.0,13-04-2014,1462,4,2,Zappeur
1463,Graduate,49,46.0,18-06-2014,1463,4,2,Zappeur
1464,Undergraduate,50,1159.0,8/7/2013,1464,16,3,Habituel
1465,Postgraduate,84,860.0,20-06-2013,1465,22,3,Habituel
1466,Postgraduate,96,1631.0,13-02-2013,1466,14,1,Fidele
1467,Postgraduate,56,444.0,12/5/2013,1467,15,0,Potentiel
1468,Graduate,85,1910.0,8/2/2014,1468,27,1,Fidele
1469,Postgraduate,63,380.0,16-01-2013,1469,13,0,Potentiel
1470,Postgraduate,17,736.0,21-12-2013,1470,20,0,Potentiel
1471,Postgraduate,11,269.0,2/5/2013,1471,11,2,Zappeur
1472,Graduate,62,2524.0,27-04-2013,1472,28,1,Fidele
1473,Graduate,48,612.0,1/9/2012,1473,18,0,Potentiel
1474,Graduate,86,75.0,16-11-2012,1474,6,2,Zappeur
1475,Graduate,73,1045.0,12/2/2013,1475,24,3,Habituel
1476,Graduate,36,55.0,23-11-2012,1476,5,2,Zappeur
1477,Postgraduate,34,1064.0,2/11/2013,1477,15,3,Habituel
1478,Graduate,16,1443.0,28-10-2013,1478,21,1,Fidele
1479,Graduate,48,1366.0,24-01-2014,1479,29,3,Habituel
1480,Postgraduate,61,436.0,1/4/2013,1480,12,0,Potentiel
1481,Undergraduate,54,38.0,31-08-2012,1481,4,2,Zappeur
1482,Graduate,56,436.0,16-10-2013,1482,14,0,Potentiel
1483,Postgraduate,74,747.0,22-08-2013,1483,19,0,Potentiel
1484,Postgraduate,35,1396.0,2/8/2012,1484,20,3,Habituel
1485,Postgraduate,65,928.0,3/3/2013,1485,13,3,Habituel
1486,Postgraduate,48,642.0,22-06-2014,1486,17,0,Potentiel
1487,Undergraduate,88,1048.0,10/6/2014,1487,24,3,Habituel
1488,Postgraduate,19,943.0,11/1/2013,1488,23,3,Habituel
1489,Graduate,21,907.0,10/11/2013,1489,22,3,Habituel
1490,Graduate,27,1198.0,24-06-2013,1490,17,3,Habituel
1491,Postgraduate,86,120.0,21-01-2013,1491,7,2,Zappeur
1492,Graduate,92,1658.0,27-07-2013,1492,23,1,Fidele
1493,Graduate,1,1638.0,1/10/2013,1493,21,1,Fidele
1494,Undergraduate,14,73.0,11/12/2013,1494,6,2,Zappeur
1495,Graduate,74,275.0,26-01-2014,1495,10,2,Zappeur
1496,Graduate,84,854.0,1/12/2013,1496,21,3,Habituel
1497,Graduate,4,78.0,16-08-2012,1497,6,2,Zappeur
1498,Postgraduate,50,106.0,13-11-2012,1498,6,2,Zappeur
1499,Graduate,2,106.0,13-01-2013,1499,5,2,Zappeur
1500,Postgraduate,73,1923.0,11/2/2013,1500,18,1,Fidele
1501,Graduate,21,1662.0,13-02-2014,1501,21,1,Fidele
1502,Graduate,82,84.0,17-08-2012,1502,6,2,Zappeur
1503,Postgraduate,14,48.0,5/11/2012,1503,5,2,Zappeur
1504,Graduate,56,5.0,20-08-2012,1504,0,2,Zappeur
1505,Graduate,20,733.0,20-03-2014,1505,20,0,Potentiel
1506,Postgraduate,54,1234.0,9/7/2013,1506,17,3,Habituel
1507,Graduate,77,112.0,7/11/2012,1507,6,2,Zappeur
1508,Postgraduate,5,1658.0,25-10-2013,1508,14,1,Fidele
1509,Graduate,65,55.0,8/6/2013,1509,5,2,Zappeur
1510,Undergraduate,33,1513.0,2/2/2014,1510,22,1,Fidele
1511,Undergraduate,65,271.0,18-08-2012,1511,11,2,Zappeur
1512,Postgraduate,41,904.0,25-11-2012,1512,23,3,Habituel
1513,Postgraduate,86,120.0,27-04-2014,1513,7,2,Zappeur
1514,Undergraduate,92,103.0,30-04-2013,1514,6,2,Zappeur
1515,Undergraduate,97,269.0,11/3/2014,1515,11,2,Zappeur
1516,Graduate,91,22.0,28-11-2012,1516,4,2,Zappeur
1517,Postgraduate,0,1156.0,9/9/2013,1517,15,3,Habituel
1518,Postgraduate,59,1086.0,20-09-2013,1518,16,3,Habituel
1519,Postgraduate,4,1128.0,11/11/2012,1519,25,3,Habituel
1520,Graduate,5,72.0,3/6/2013,1520,7,2,Zappeur
1521,Postgraduate,48,964.0,26-05-2013,1521,23,3,Habituel
1522,Graduate,99,1383.0,7/2/2014,1522,19,3,Habituel
1523,Postgraduate,81,18.0,6/5/2014,1523,3,2,Zappeur
1524,Graduate,95,793.0,13-04-2013,1524,21,0,Potentiel
1525,Postgraduate,43,100.0,20-11-2012,1525,6,2,Zappeur
1526,Undergraduate,5,80.0,5/4/2014,1526,5,2,Zappeur
1527,Graduate,50,167.0,11/12/2012,1527,7,2,Zappeur
1528,Graduate,76,677.0,24-02-2014,1528,18,0,Potentiel
1529,Undergraduate,46,23.0,24-03-2013,1529,3,2,Zappeur
1530,Postgraduate,68,92.0,11/12/2012,1530,6,2,Zappeur
1531,Undergraduate,33,641.0,15-05-2013,1531,15,0,Potentiel
1532,Graduate,50,1106.0,14-06-2014,1532,16,3,Habituel
1533,Graduate,85,1033.0,18-08-2012,1533,13,3,Habituel
1534,Graduate,63,1174.0,4/9/2012,1534,27,3,Habituel
1535,Postgraduate,89,25.0,5/10/2012,1535,4,2,Zappeur
1536,Postgraduate,81,240.0,20-12-2013,1536,10,2,Zappeur
1537,Graduate,77,20.0,7/12/2013,1537,3,2,Zappeur
1538,Graduate,50,102.0,16-10-2012,1538,7,2,Zappeur
1539,Postgraduate,10,1034.0,12/1/2013,1539,23,3,Habituel
1540,Graduate,30,156.0,28-03-2014,1540,7,2,Zappeur
1541,Postgraduate,66,458.0,8/3/2013,1541,15,0,Potentiel
1542,Graduate,16,17.0,29-11-2012,1542,3,2,Zappeur
1543,Graduate,12,792.0,26-05-2013,1543,20,0,Potentiel
1544,Graduate,30,92.0,31-08-2012,1544,6,2,Zappeur
1545,Graduate,8,407.0,13-01-2013,1545,14,0,Potentiel
1546,Postgraduate,93,1269.0,2/9/2013,1546,19,3,Habituel
1547,Graduate,14,841.0,9/11/2012,1547,21,0,Potentiel
1548,Postgraduate,53,633.0,20-01-2013,1548,18,0,Potentiel
1549,Postgraduate,26,1019.0,29-03-2013,1549,14,3,Habituel
1550,Postgraduate,23,1315.0,12/10/2013,1550,25,3,Habituel
1551,Graduate,92,54.0,8/3/2014,1551,5,2,Zappeur
1552,Postgraduate,29,2525.0,2/9/2012,1552,17,1,Fidele
1553,Postgraduate,41,52.0,23-05-2014,1553,4,2,Zappeur
1554,Graduate,56,436.0,12/8/2012,1554,14,0,Potentiel
1555,Postgraduate,19,268.0,15-09-2013,1555,11,2,Zappeur
1556,Graduate,4,147.0,28-10-2012,1556,7,2,Zappeur
1557,Postgraduate,89,1798.0,14-06-2013,1557,17,1,Fidele
1558,Graduate,71,137.0,23-01-2013,1558,7,2,Zappeur
1559,Postgraduate,81,507.0,21-07-2013,1559,16,0,Potentiel
1560,Graduate,31,15.0,14-02-2013,1560,3,2,Zappeur
1561,Postgraduate,53,1105.0,4/11/2013,1561,16,3,Habituel
1562,Graduate,78,974.0,1/11/2012,1562,14,3,Habituel
1563,Postgraduate,80,66.0,18-06-2014,1563,6,2,Zappeur
1564,Graduate,18,778.0,16-06-2014,1564,26,0,Potentiel
1565,Postgraduate,37,49.0,19-01-2013,1565,4,2,Zappeur
1566,Postgraduate,52,169.0,2/12/2012,1566,8,2,Zappeur
1567,Graduate,39,299.0,15-04-2014,1567,11,2,Zappeur
1568,Graduate,11,221.0,27-09-2012,1568,10,2,Zappeur
1569,Graduate,33,1682.0,27-03-2013,1569,24,1,Fidele
1570,Postgraduate,22,155.0,24-11-2012,1570,8,2,Zappeur
1571,Graduate,83,892.0,3/11/2012,1571,12,3,Habituel
1572,Undergraduate,43,58.0,13-02-2014,1572,4,2,Zappeur
1573,Postgraduate,74,311.0,28-10-2013,1573,12,2,Zappeur
1574,Postgraduate,54,95.0,17-08-2012,1574,6,2,Zappeur
1575,Postgraduate,3,424.0,29-03-2013,1575,14,0,Potentiel
1576,Postgraduate,96,47.0,23-03-2014,1576,7,2,Zappeur
1577,Graduate,68,339.0,28-04-2014,1577,12,0,Potentiel
1578,Graduate,2,1410.0,21-06-2013,1578,20,3,Habituel
1579,Postgraduate,40,35.0,23-01-2013,1579,5,2,Zappeur
1580,Postgraduate,64,562.0,23-01-2014,1580,16,0,Potentiel
1581,Postgraduate,26,2352.0,11/12/2013,1581,23,1,Fidele
1582,Postgraduate,69,1334.0,2/12/2013,1582,19,3,Habituel
1583,Graduate,57,32.0,23-04-2014,1583,4,2,Zappeur
1584,Graduate,78,41.0,25-02-2014,1584,5,2,Zappeur
1585,Postgraduate,71,39.0,19-05-2014,1585,4,2,Zappeur
1586,Graduate,59,1141.0,19-08-2012,1586,21,3,Habituel
1587,Undergraduate,28,710.0,27-06-2014,1587,19,0,Potentiel
1588,Postgraduate,61,401.0,10/4/2013,1588,14,0,Potentiel
1589,Postgraduate,22,506.0,24-12-2013,1589,16,0,Potentiel
1590,Graduate,95,1538.0,6/12/2012,1590,20,1,Fidele
1591,Undergraduate,38,57.0,14-02-2013,1591,5,2,Zappeur
1592,Graduate,19,1722.0,31-08-2012,1592,18,1,Fidele
1593,Graduate,92,270.0,26-08-2013,1593,11,2,Zappeur
1594,Graduate,24,31.0,5/4/2014,1594,4,2,Zappeur
1595,Graduate,21,882.0,18-10-2012,1595,21,3,Habituel
1596,Graduate,35,16.0,15-02-2014,1596,3,2,Zappeur
1597,Graduate,9,311.0,15-10-2013,1597,12,2,Zappeur
1598,Graduate,23,227.0,28-09-2012,1598,10,2,Zappeur
1599,Postgraduate,92,1152.0,25-04-2014,1599,24,3,Habituel
1600,Postgraduate,55,122.0,27-06-2013,1600,7,2,Zappeur
1601,Graduate,14,77.0,26-09-2012,1601,6,2,Zappeur
1602,Undergraduate,78,1289.0,1/6/2013,1602,18,3,Habituel
1603,Graduate,64,561.0,30-08-2013,1603,15,0,Potentiel
1604,Graduate,49,211.0,2/3/2014,1604,9,2,Zappeur
1605,Postgraduate,8,233.0,27-07-2013,1605,10,2,Zappeur
1606,Postgraduate,35,1092.0,16-01-2013,1606,15,3,Habituel
1607,Postgraduate,11,601.0,30-03-2013,1607,16,0,Potentiel
1608,Graduate,8,54.0,9/3/2014,1608,7,2,Zappeur
1609,Undergraduate,53,78.0,11/4/2014,1609,6,2,Zappeur
1610,Postgraduate,36,1095.0,10/8/2012,1610,25,3,Habituel
1611,Postgraduate,64,244.0,4/12/2012,1611,10,2,Zappeur
1612,Postgraduate,43,116.0,17-08-2013,1612,7,2,Zappeur
1613,Graduate,40,15.0,9/8/2013,1613,3,2,Zappeur
1614,Postgraduate,52,425.0,29-12-2013,1614,14,0,Potentiel
1615,Postgraduate,11,734.0,5/10/2013,1615,20,0,Potentiel
1616,Graduate,21,638.0,27-10-2013,1616,17,0,Potentiel
1617,Graduate,23,894.0,18-05-2014,1617,21,3,Habituel
1618,Graduate,17,41.0,27-01-2014,1618,5,2,Zappeur
1619,Postgraduate,6,31.0,8/11/2012,1619,4,2,Zappeur
1620,Postgraduate,56,34.0,20-08-2013,1620,4,2,Zappeur
1621,Postgraduate,71,1750.0,12/1/2013,1621,13,1,Fidele
1622,Graduate,51,612.0,25-09-2012,1622,17,0,Potentiel
1623,Undergraduate,94,29.0,16-01-2013,1623,4,2,Zappeur
1624,Undergraduate,27,823.0,23-01-2013,1624,20,0,Potentiel
1625,Postgraduate,1,20.0,3/3/2014,1625,3,2,Zappeur
1626,Postgraduate,56,396.0,8/9/2012,1626,14,0,Potentiel
1627,Graduate,71,813.0,17-03-2013,1627,20,0,Potentiel
1628,Graduate,18,1179.0,22-02-2014,1628,19,3,Habituel
1629,Postgraduate,48,138.0,25-10-2013,1629,7,2,Zappeur
1630,Graduate,86,55.0,31-08-2013,1630,6,2,Zappeur
1631,Graduate,48,1511.0,21-10-2013,1631,21,1,Fidele
1632,Graduate,2,117.0,24-03-2014,1632,6,2,Zappeur
1633,Graduate,13,1730.0,19-06-2013,1633,28,1,Fidele
1634,Postgraduate,57,32.0,8/10/2013,1634,4,2,Zappeur
1635,Postgraduate,77,67.0,12/4/2013,1635,5,2,Zappeur
1636,Postgraduate,0,335.0,17-06-2013,1636,12,2,Zappeur
1637,Postgraduate,57,825.0,2/10/2013,1637,21,0,Potentiel
1638,Undergraduate,24,694.0,19-06-2014,1638,17,0,Potentiel
1639,Graduate,55,1792.0,27-06-2013,1639,16,1,Fidele
1640,Postgraduate,62,496.0,23-03-2014,1640,15,0,Potentiel
1641,Graduate,89,231.0,23-09-2013,1641,9,2,Zappeur
1642,Graduate,77,902.0,27-10-2012,1642,22,3,Habituel
1643,Graduate,45,68.0,10/12/2013,1643,6,2,Zappeur
1644,Postgraduate,46,71.0,2/5/2014,1644,5,2,Zappeur
1645,Undergraduate,80,76.0,10/5/2013,1645,5,2,Zappeur
1646,Postgraduate,60,772.0,12/12/2013,1646,21,0,Potentiel
1647,Postgraduate,71,47.0,16-06-2014,1647,6,2,Zappeur
1648,Postgraduate,43,1586.0,18-05-2013,1648,23,1,Fidele
1649,Postgraduate,97,1529.0,7/5/2014,1649,32,1,Fidele
1650,Postgraduate,49,265.0,26-02-2014,1650,11,2,Zappeur
